Index,State/Union Territory,District,Crop,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
13160,Rajasthan,Dholpur,Rice,2013,Kharif     ,619,1329,2.147011309
13161,Rajasthan,Dholpur,Rice,2014,Kharif     ,504,1102,2.186507937
13162,Rajasthan,Dholpur,Rice,2015,Kharif     ,403,815,2.022332506
13163,Rajasthan,Dholpur,Rice,2016,Kharif     ,489,1119,2.288343558
13164,Rajasthan,Dholpur,Rice,2017,Kharif     ,382,904,2.366492147
13165,Rajasthan,Dholpur,Rice,2018,Kharif     ,652,1494,2.291411043
13166,Rajasthan,Dholpur,Rice,2019,Kharif     ,532,1165,2.189849624
13167,Rajasthan,Dungarpur,Rice,2010,Kharif     ,13727,9058,0.659867415
13168,Rajasthan,Dungarpur,Rice,2011,Kharif     ,22031,17128,0.777449957
13169,Rajasthan,Dungarpur,Rice,2012,Kharif     ,22725,21475,0.944994499
13170,Rajasthan,Dungarpur,Rice,2013,Kharif     ,22892,25094,1.096190809
13171,Rajasthan,Dungarpur,Rice,2014,Kharif     ,16333,11383,0.69693259
13172,Rajasthan,Dungarpur,Rice,2015,Kharif     ,16356,11022,0.673881145
13173,Rajasthan,Dungarpur,Rice,2016,Kharif     ,17681,22429,1.268536848
13174,Rajasthan,Dungarpur,Rice,2017,Kharif     ,17167,19733,1.149472826
13175,Rajasthan,Dungarpur,Rice,2018,Kharif     ,14577,13894,0.953145366
13176,Rajasthan,Dungarpur,Rice,2019,Kharif     ,16820,17853,1.061414982
13177,Rajasthan,Ganganagar,Rice,2010,Kharif     ,8026,20046,2.497632694
13178,Rajasthan,Ganganagar,Rice,2011,Kharif     ,9215,32318,3.507107976
13179,Rajasthan,Ganganagar,Rice,2012,Kharif     ,7610,22595,2.96911958
13180,Rajasthan,Ganganagar,Rice,2013,Kharif     ,8419,22585,2.682622639
13181,Rajasthan,Ganganagar,Rice,2014,Kharif     ,10679,34962,3.273902051
13182,Rajasthan,Ganganagar,Rice,2015,Kharif     ,12913,40372,3.126461705
13183,Rajasthan,Ganganagar,Rice,2016,Kharif     ,13773,39130,2.841065854
13184,Rajasthan,Ganganagar,Rice,2017,Kharif     ,10537,29074,2.759229382
13185,Rajasthan,Ganganagar,Rice,2018,Kharif     ,10452,31654,3.02851129
13186,Rajasthan,Ganganagar,Rice,2019,Kharif     ,10934,30396,2.779952442
13187,Rajasthan,Hanumangarh,Rice,2010,Kharif     ,22311,88450,3.964412173
13188,Rajasthan,Hanumangarh,Rice,2011,Kharif     ,22095,66827,3.024530437
13189,Rajasthan,Hanumangarh,Rice,2012,Kharif     ,21401,57080,2.667165086
13190,Rajasthan,Hanumangarh,Rice,2013,Kharif     ,23859,100100,4.195481789
13191,Rajasthan,Hanumangarh,Rice,2014,Kharif     ,28741,104159,3.624056226
13192,Rajasthan,Hanumangarh,Rice,2015,Kharif     ,32986,92693,2.810070939
13193,Rajasthan,Hanumangarh,Rice,2016,Kharif     ,34450,101135,2.935703919
13194,Rajasthan,Hanumangarh,Rice,2017,Kharif     ,31647,98212,3.103358928
13195,Rajasthan,Hanumangarh,Rice,2018,Kharif     ,33485,105225,3.142451844
13196,Rajasthan,Hanumangarh,Rice,2019,Kharif     ,34695,86395,2.490128261
13197,Rajasthan,Jhalawar,Rice,2010,Kharif     ,2294,5858,2.553618134
13198,Rajasthan,Jhalawar,Rice,2011,Kharif     ,1784,7298,4.090807175
13199,Rajasthan,Jhalawar,Rice,2012,Kharif     ,1617,2864,1.7711812
13200,Rajasthan,Jhalawar,Rice,2013,Kharif     ,2058,4419,2.147230321
13201,Rajasthan,Jhalawar,Rice,2014,Kharif     ,3229,7058,2.185816042
13202,Rajasthan,Jhalawar,Rice,2015,Kharif     ,3257,6586,2.022106233
13203,Rajasthan,Jhalawar,Rice,2016,Kharif     ,4424,8046,1.818716094
13204,Rajasthan,Jhalawar,Rice,2017,Kharif     ,4445,12823,2.884814398
13205,Rajasthan,Jhalawar,Rice,2018,Kharif     ,4825,10681,2.213678757
13206,Rajasthan,Jhalawar,Rice,2019,Kharif     ,5125,7576,1.478243902
13207,Rajasthan,Karauli,Rice,2010,Kharif     ,1832,2241,1.223253275
13208,Rajasthan,Karauli,Rice,2011,Kharif     ,1484,1800,1.212938005
13209,Rajasthan,Karauli,Rice,2012,Kharif     ,1789,2562,1.432084964
13210,Rajasthan,Karauli,Rice,2013,Kharif     ,1904,2589,1.359768908
13211,Rajasthan,Karauli,Rice,2014,Kharif     ,1783,2066,1.158721256
13212,Rajasthan,Karauli,Rice,2015,Kharif     ,1803,2434,1.349972268
13213,Rajasthan,Karauli,Rice,2016,Kharif     ,1867,2887,1.546331012
13214,Rajasthan,Karauli,Rice,2017,Kharif     ,1489,1942,1.304231028
13215,Rajasthan,Karauli,Rice,2018,Kharif     ,1725,2909,1.686376812
13216,Rajasthan,Karauli,Rice,2019,Kharif     ,1710,2709,1.584210526
13217,Rajasthan,Kota,Rice,2010,Kharif     ,13974,38259,2.737870331
13218,Rajasthan,Kota,Rice,2011,Kharif     ,10586,24665,2.329964104
13219,Rajasthan,Kota,Rice,2012,Kharif     ,8604,22778,2.647373315
13220,Rajasthan,Kota,Rice,2013,Kharif     ,11159,24515,2.196881441
13221,Rajasthan,Kota,Rice,2014,Kharif     ,18948,42312,2.233058898
13222,Rajasthan,Kota,Rice,2015,Kharif     ,20468,54157,2.645935118
13223,Rajasthan,Kota,Rice,2016,Kharif     ,22707,60340,2.657330339
13224,Rajasthan,Kota,Rice,2017,Kharif     ,21834,63161,2.8927819
13225,Rajasthan,Kota,Rice,2018,Kharif     ,26139,74124,2.835762654
13226,Rajasthan,Kota,Rice,2019,Kharif     ,32613,94703,2.903842026
13227,Rajasthan,Pratapgarh,Rice,2010,Kharif     ,1324,2681,2.024924471
13228,Rajasthan,Pratapgarh,Rice,2011,Kharif     ,1168,2203,1.886130137
13229,Rajasthan,Pratapgarh,Rice,2012,Kharif     ,1138,2015,1.770650264
13230,Rajasthan,Pratapgarh,Rice,2013,Kharif     ,1127,2420,2.1472937
13231,Rajasthan,Pratapgarh,Rice,2014,Kharif     ,1109,2424,2.185752931
13232,Rajasthan,Pratapgarh,Rice,2015,Kharif     ,854,1727,2.022248244
13233,Rajasthan,Pratapgarh,Rice,2016,Kharif     ,823,1884,2.289185905
13234,Rajasthan,Pratapgarh,Rice,2017,Kharif     ,829,1961,2.365500603
13235,Rajasthan,Pratapgarh,Rice,2018,Kharif     ,804,1842,2.291044776
13236,Rajasthan,Pratapgarh,Rice,2019,Kharif     ,775,1697,2.189677419
13237,Rajasthan,Rajsamand,Rice,2010,Kharif     ,86,174,2.023255814
13238,Rajasthan,Rajsamand,Rice,2011,Kharif     ,61,115,1.885245902
13239,Rajasthan,Rajsamand,Rice,2012,Kharif     ,41,73,1.780487805
13240,Rajasthan,Rajsamand,Rice,2013,Kharif     ,30,65,2.166666667
13241,Rajasthan,Rajsamand,Rice,2014,Kharif     ,28,61,2.178571429
13242,Rajasthan,Rajsamand,Rice,2015,Kharif     ,21,42,2
13243,Rajasthan,Rajsamand,Rice,2016,Kharif     ,29,66,2.275862069
13244,Rajasthan,Rajsamand,Rice,2017,Kharif     ,31,73,2.35483871
13245,Rajasthan,Rajsamand,Rice,2018,Kharif     ,25,57,2.28
13246,Rajasthan,Rajsamand,Rice,2019,Kharif     ,26,57,2.192307692
13247,Rajasthan,Sawai Madhopur,Rice,2010,Kharif     ,646,1308,2.024767802
13248,Rajasthan,Sawai Madhopur,Rice,2011,Kharif     ,612,1154,1.885620915
13249,Rajasthan,Sawai Madhopur,Rice,2012,Kharif     ,423,749,1.770685579
13250,Rajasthan,Sawai Madhopur,Rice,2013,Kharif     ,470,1009,2.146808511
13251,Rajasthan,Sawai Madhopur,Rice,2014,Kharif     ,1092,2387,2.185897436
13252,Rajasthan,Sawai Madhopur,Rice,2015,Kharif     ,2106,4258,2.021842355
13253,Rajasthan,Sawai Madhopur,Rice,2016,Kharif     ,1632,3618,2.216911765
13254,Rajasthan,Sawai Madhopur,Rice,2017,Kharif     ,1385,3154,2.277256318
13255,Rajasthan,Sawai Madhopur,Rice,2018,Kharif     ,1531,4342,2.836054866
13256,Rajasthan,Sawai Madhopur,Rice,2019,Kharif     ,2168,6296,2.904059041
13257,Rajasthan,Sirohi,Rice,2012,Kharif     ,1,2,2
13258,Rajasthan,Sirohi,Rice,2015,Kharif     ,5,10,2
13259,Rajasthan,Sirohi,Rice,2016,Kharif     ,2,5,2.5
13260,Rajasthan,Tonk,Rice,2010,Kharif     ,2,4,2
13261,Rajasthan,Tonk,Rice,2014,Kharif     ,6,13,2.166666667
13262,Rajasthan,Tonk,Rice,2015,Kharif     ,5,10,2
13263,Rajasthan,Tonk,Rice,2016,Kharif     ,1,2,2
13264,Rajasthan,Tonk,Rice,2017,Kharif     ,2,5,2.5
13265,Rajasthan,Tonk,Rice,2018,Kharif     ,2,4,2
13266,Rajasthan,Udaipur,Rice,2010,Kharif     ,4881,5269,1.079491907
13267,Rajasthan,Udaipur,Rice,2011,Kharif     ,5436,5676,1.04415011
13268,Rajasthan,Udaipur,Rice,2012,Kharif     ,4710,4876,1.035244161
13269,Rajasthan,Udaipur,Rice,2013,Kharif     ,4881,5596,1.146486376
13270,Rajasthan,Udaipur,Rice,2014,Kharif     ,4855,5221,1.0753862
13271,Rajasthan,Udaipur,Rice,2015,Kharif     ,4868,4667,0.958709942
13272,Rajasthan,Udaipur,Rice,2016,Kharif     ,4864,5488,1.128289474
13273,Rajasthan,Udaipur,Rice,2017,Kharif     ,5202,5937,1.141291811
13274,Rajasthan,Udaipur,Rice,2018,Kharif     ,4641,4629,0.99741435
13275,Rajasthan,Udaipur,Rice,2019,Kharif     ,4692,4721,1.006180733
13276,Rajasthan,Ajmer,Wheat,2010,Rabi       ,64322,207905,3.23225335
13277,Rajasthan,Ajmer,Wheat,2011,Rabi       ,46550,146725,3.151987111
13278,Rajasthan,Ajmer,Wheat,2012,Rabi       ,66027,219014,3.31703697
13279,Rajasthan,Ajmer,Wheat,2013,Rabi       ,56000,193073,3.447732143
13280,Rajasthan,Ajmer,Wheat,2014,Rabi       ,62442,131969,2.113465296
13281,Rajasthan,Ajmer,Wheat,2015,Rabi       ,42294,116787,2.761313662
13282,Rajasthan,Ajmer,Wheat,2016,Rabi       ,55466,185014,3.335629034
13283,Rajasthan,Ajmer,Wheat,2017,Rabi       ,40328,128011,3.174246181
13284,Rajasthan,Ajmer,Wheat,2018,Rabi       ,34787,120782,3.472044154
13285,Rajasthan,Ajmer,Wheat,2019,Rabi       ,76722,274738,3.580954615
13286,Rajasthan,Alwar,Wheat,2010,Rabi       ,193992,816059,4.206663161
13287,Rajasthan,Alwar,Wheat,2011,Rabi       ,185167,727380,3.928237753
13288,Rajasthan,Alwar,Wheat,2012,Rabi       ,204967,837412,4.085594266
13289,Rajasthan,Alwar,Wheat,2013,Rabi       ,208206,825344,3.964074042
13290,Rajasthan,Alwar,Wheat,2014,Rabi       ,219063,757957,3.459995526
13291,Rajasthan,Alwar,Wheat,2015,Rabi       ,213011,776427,3.645008943
13292,Rajasthan,Alwar,Wheat,2016,Rabi       ,215678,941457,4.365104461
13293,Rajasthan,Alwar,Wheat,2017,Rabi       ,203829,875183,4.293711886
13294,Rajasthan,Alwar,Wheat,2018,Rabi       ,192419,883624,4.592186842
13295,Rajasthan,Alwar,Wheat,2019,Rabi       ,182010,797360,4.380858195
13296,Rajasthan,Banswara,Wheat,2010,Rabi       ,86052,176322,2.049016874
13297,Rajasthan,Banswara,Wheat,2011,Rabi       ,87177,203751,2.337210503
13298,Rajasthan,Banswara,Wheat,2012,Rabi       ,87975,186789,2.123205456
13299,Rajasthan,Banswara,Wheat,2013,Rabi       ,89620,202260,2.256862308
13300,Rajasthan,Banswara,Wheat,2014,Rabi       ,88181,195462,2.216599948
13301,Rajasthan,Banswara,Wheat,2015,Rabi       ,84533,170917,2.021896774
13302,Rajasthan,Banswara,Wheat,2016,Rabi       ,82693,168950,2.043099174
13303,Rajasthan,Banswara,Wheat,2017,Rabi       ,87368,205912,2.356835455
13304,Rajasthan,Banswara,Wheat,2018,Rabi       ,101344,259066,2.556303284
13305,Rajasthan,Banswara,Wheat,2019,Rabi       ,110182,291466,2.645314117
13306,Rajasthan,Baran,Wheat,2010,Rabi       ,147930,514045,3.474920571
13307,Rajasthan,Baran,Wheat,2011,Rabi       ,142589,543296,3.81022379
13308,Rajasthan,Baran,Wheat,2012,Rabi       ,167037,730536,4.373498087
13309,Rajasthan,Baran,Wheat,2013,Rabi       ,162852,551485,3.386418343
13310,Rajasthan,Baran,Wheat,2014,Rabi       ,174319,667888,3.831412525
13311,Rajasthan,Baran,Wheat,2015,Rabi       ,159434,670807,4.207427525
13312,Rajasthan,Baran,Wheat,2016,Rabi       ,163267,740053,4.532777597
13313,Rajasthan,Baran,Wheat,2017,Rabi       ,115747,535052,4.62259929
13314,Rajasthan,Baran,Wheat,2018,Rabi       ,145939,724978,4.967678277
13315,Rajasthan,Baran,Wheat,2019,Rabi       ,181699,883589,4.862927149
13316,Rajasthan,Barmer,Wheat,2010,Rabi       ,16732,24526,1.465814009
13317,Rajasthan,Barmer,Wheat,2011,Rabi       ,11659,14405,1.235526203
13318,Rajasthan,Barmer,Wheat,2012,Rabi       ,12613,17137,1.358677555
13319,Rajasthan,Barmer,Wheat,2013,Rabi       ,14020,20346,1.451212554
13320,Rajasthan,Barmer,Wheat,2014,Rabi       ,13525,14091,1.041848429
13321,Rajasthan,Barmer,Wheat,2015,Rabi       ,14642,20510,1.400764923
13322,Rajasthan,Barmer,Wheat,2016,Rabi       ,17612,21638,1.22859414
13323,Rajasthan,Barmer,Wheat,2017,Rabi       ,14541,21974,1.511175297
13324,Rajasthan,Barmer,Wheat,2018,Rabi       ,16188,27939,1.72590808
13325,Rajasthan,Barmer,Wheat,2019,Rabi       ,17323,31228,1.802690065
13326,Rajasthan,Bharatpur,Wheat,2010,Rabi       ,157196,704731,4.483135703
13327,Rajasthan,Bharatpur,Wheat,2011,Rabi       ,155304,668993,4.307635347
13328,Rajasthan,Bharatpur,Wheat,2012,Rabi       ,134784,588118,4.363411087
13329,Rajasthan,Bharatpur,Wheat,2013,Rabi       ,155130,668117,4.306820086
13330,Rajasthan,Bharatpur,Wheat,2014,Rabi       ,165751,604169,3.645039849
13331,Rajasthan,Bharatpur,Wheat,2015,Rabi       ,160073,610124,3.811535987
13332,Rajasthan,Bharatpur,Wheat,2016,Rabi       ,160510,713881,4.44757959
13333,Rajasthan,Bharatpur,Wheat,2017,Rabi       ,156374,661118,4.227800018
13334,Rajasthan,Bharatpur,Wheat,2018,Rabi       ,142726,675635,4.73379062
13335,Rajasthan,Bharatpur,Wheat,2019,Rabi       ,123361,528584,4.284855019
13336,Rajasthan,Bhilwara,Wheat,2010,Rabi       ,118780,307983,2.592886008
13337,Rajasthan,Bhilwara,Wheat,2011,Rabi       ,109581,318262,2.904353857
13338,Rajasthan,Bhilwara,Wheat,2012,Rabi       ,121786,413835,3.398050679
13339,Rajasthan,Bhilwara,Wheat,2013,Rabi       ,124466,448391,3.602517957
13340,Rajasthan,Bhilwara,Wheat,2014,Rabi       ,137224,281870,2.054086749
13341,Rajasthan,Bhilwara,Wheat,2015,Rabi       ,89640,274281,3.05980589
13342,Rajasthan,Bhilwara,Wheat,2016,Rabi       ,139795,503063,3.598576487
13343,Rajasthan,Bhilwara,Wheat,2017,Rabi       ,102802,341133,3.318349838
13344,Rajasthan,Bhilwara,Wheat,2018,Rabi       ,91237,340531,3.732378311
13345,Rajasthan,Bhilwara,Wheat,2019,Rabi       ,146052,597234,4.089187413
13346,Rajasthan,Bikaner,Wheat,2010,Rabi       ,79123,233437,2.950305221
13347,Rajasthan,Bikaner,Wheat,2011,Rabi       ,84175,209882,2.493400653
13348,Rajasthan,Bikaner,Wheat,2012,Rabi       ,94731,230363,2.431759403
13349,Rajasthan,Bikaner,Wheat,2013,Rabi       ,116365,287266,2.468663258
13350,Rajasthan,Bikaner,Wheat,2014,Rabi       ,120347,242416,2.014308624
13351,Rajasthan,Bikaner,Wheat,2015,Rabi       ,114460,282005,2.463786476
13352,Rajasthan,Bikaner,Wheat,2016,Rabi       ,113183,282654,2.497318502
13353,Rajasthan,Bikaner,Wheat,2017,Rabi       ,108299,271413,2.506145024
13354,Rajasthan,Bikaner,Wheat,2018,Rabi       ,105603,287989,2.727091086
13355,Rajasthan,Bikaner,Wheat,2019,Rabi       ,124394,355090,2.854558902
13356,Rajasthan,Bundi,Wheat,2010,Rabi       ,150244,570970,3.80028487
13357,Rajasthan,Bundi,Wheat,2011,Rabi       ,155833,707009,4.536965855
13358,Rajasthan,Bundi,Wheat,2012,Rabi       ,154109,678060,4.399872817
13359,Rajasthan,Bundi,Wheat,2013,Rabi       ,160285,607915,3.79271298
13360,Rajasthan,Bundi,Wheat,2014,Rabi       ,172991,368763,2.131688932
13361,Rajasthan,Bundi,Wheat,2015,Rabi       ,154914,646200,4.171346683
13362,Rajasthan,Bundi,Wheat,2016,Rabi       ,162248,705978,4.35122775
13363,Rajasthan,Bundi,Wheat,2017,Rabi       ,146747,605429,4.125665261
13364,Rajasthan,Bundi,Wheat,2018,Rabi       ,147557,658540,4.462953299
13365,Rajasthan,Bundi,Wheat,2019,Rabi       ,174545,823931,4.720450314
13366,Rajasthan,Chittorgarh,Wheat,2010,Rabi       ,104177,420936,4.040584774
13367,Rajasthan,Chittorgarh,Wheat,2011,Rabi       ,110075,410185,3.726413809
13368,Rajasthan,Chittorgarh,Wheat,2012,Rabi       ,111860,468988,4.192633649
13369,Rajasthan,Chittorgarh,Wheat,2013,Rabi       ,123946,499258,4.028028335
13370,Rajasthan,Chittorgarh,Wheat,2014,Rabi       ,144749,412372,2.848876331
13371,Rajasthan,Chittorgarh,Wheat,2015,Rabi       ,128116,446022,3.481391864
13372,Rajasthan,Chittorgarh,Wheat,2016,Rabi       ,157881,637030,4.034874367
13373,Rajasthan,Chittorgarh,Wheat,2017,Rabi       ,153587,625979,4.075729066
13374,Rajasthan,Chittorgarh,Wheat,2018,Rabi       ,136383,596674,4.374988085
13375,Rajasthan,Chittorgarh,Wheat,2019,Rabi       ,182665,854175,4.676183177
13376,Rajasthan,Churu,Wheat,2010,Rabi       ,27504,64769,2.354893834
13377,Rajasthan,Churu,Wheat,2011,Rabi       ,24469,26110,1.067064449
13378,Rajasthan,Churu,Wheat,2012,Rabi       ,29668,62135,2.094344074
13379,Rajasthan,Churu,Wheat,2013,Rabi       ,33368,69914,2.095240949
13380,Rajasthan,Churu,Wheat,2014,Rabi       ,32072,51944,1.619605887
13381,Rajasthan,Churu,Wheat,2015,Rabi       ,32861,74161,2.256808983
13382,Rajasthan,Churu,Wheat,2016,Rabi       ,35143,71736,2.041259995
13383,Rajasthan,Churu,Wheat,2017,Rabi       ,33489,73283,2.188270776
13384,Rajasthan,Churu,Wheat,2018,Rabi       ,33554,77768,2.317696847
13385,Rajasthan,Churu,Wheat,2019,Rabi       ,42456,92912,2.188430375
13386,Rajasthan,Dausa,Wheat,2010,Rabi       ,94455,335173,3.548493992
13387,Rajasthan,Dausa,Wheat,2011,Rabi       ,87883,331343,3.770274114
13388,Rajasthan,Dausa,Wheat,2012,Rabi       ,91312,338857,3.710979937
13389,Rajasthan,Dausa,Wheat,2013,Rabi       ,95716,355461,3.713705128
13390,Rajasthan,Dausa,Wheat,2014,Rabi       ,103644,373078,3.599610204
13391,Rajasthan,Dausa,Wheat,2015,Rabi       ,99613,379886,3.813618704
13392,Rajasthan,Dausa,Wheat,2016,Rabi       ,102485,418634,4.084831927
13393,Rajasthan,Dausa,Wheat,2017,Rabi       ,90546,390089,4.308185895
13394,Rajasthan,Dausa,Wheat,2018,Rabi       ,85773,371052,4.325976706
13395,Rajasthan,Dausa,Wheat,2019,Rabi       ,84836,334490,3.942783724
13396,Rajasthan,Dholpur,Wheat,2010,Rabi       ,59191,206385,3.48676319
13397,Rajasthan,Dholpur,Wheat,2011,Rabi       ,58477,246225,4.21062982
13398,Rajasthan,Dholpur,Wheat,2012,Rabi       ,59520,243792,4.095967742
13399,Rajasthan,Dholpur,Wheat,2013,Rabi       ,61419,242823,3.953548576
13400,Rajasthan,Dholpur,Wheat,2014,Rabi       ,67979,232097,3.414245576
13401,Rajasthan,Dholpur,Wheat,2015,Rabi       ,64066,218346,3.408141604
13402,Rajasthan,Dholpur,Wheat,2016,Rabi       ,65844,300340,4.561387522
13403,Rajasthan,Dholpur,Wheat,2017,Rabi       ,61287,262663,4.285786545
13404,Rajasthan,Dholpur,Wheat,2018,Rabi       ,61259,271830,4.437388792
13405,Rajasthan,Dholpur,Wheat,2019,Rabi       ,60729,269776,4.442292809
13406,Rajasthan,Dungarpur,Wheat,2010,Rabi       ,37334,58101,1.556248996
13407,Rajasthan,Dungarpur,Wheat,2011,Rabi       ,45085,90785,2.013640901
13408,Rajasthan,Dungarpur,Wheat,2012,Rabi       ,45749,78533,1.716605827
13409,Rajasthan,Dungarpur,Wheat,2013,Rabi       ,47474,90477,1.905822134
13410,Rajasthan,Dungarpur,Wheat,2014,Rabi       ,46208,86772,1.877856648
13411,Rajasthan,Dungarpur,Wheat,2015,Rabi       ,43949,79296,1.804273135
13412,Rajasthan,Dungarpur,Wheat,2016,Rabi       ,46988,97791,2.081190942
13413,Rajasthan,Dungarpur,Wheat,2017,Rabi       ,47729,110597,2.317186616
13414,Rajasthan,Dungarpur,Wheat,2018,Rabi       ,47295,101283,2.141516017
13415,Rajasthan,Dungarpur,Wheat,2019,Rabi       ,61184,145496,2.378007322
13416,Rajasthan,Ganganagar,Wheat,2010,Rabi       ,236076,1049386,4.445119368
13417,Rajasthan,Ganganagar,Wheat,2011,Rabi       ,252690,1001106,3.961795085
13418,Rajasthan,Ganganagar,Wheat,2012,Rabi       ,243122,937270,3.855142686
13419,Rajasthan,Ganganagar,Wheat,2013,Rabi       ,262808,1095610,4.168860918
13420,Rajasthan,Ganganagar,Wheat,2014,Rabi       ,256659,937036,3.650898663
13421,Rajasthan,Ganganagar,Wheat,2015,Rabi       ,274584,1037621,3.778883693
13422,Rajasthan,Ganganagar,Wheat,2016,Rabi       ,248342,984304,3.963501945
13423,Rajasthan,Ganganagar,Wheat,2017,Rabi       ,262110,1059309,4.041467323
13424,Rajasthan,Ganganagar,Wheat,2018,Rabi       ,261633,1094919,4.184942267
13425,Rajasthan,Ganganagar,Wheat,2019,Rabi       ,285384,1329576,4.65890169
13426,Rajasthan,Hanumangarh,Wheat,2010,Rabi       ,227096,867972,3.822048825
13427,Rajasthan,Hanumangarh,Wheat,2011,Rabi       ,247880,896383,3.616197354
13428,Rajasthan,Hanumangarh,Wheat,2012,Rabi       ,234125,884340,3.777213027
13429,Rajasthan,Hanumangarh,Wheat,2013,Rabi       ,247706,885386,3.574342164
13430,Rajasthan,Hanumangarh,Wheat,2014,Rabi       ,255214,887259,3.476529501
13431,Rajasthan,Hanumangarh,Wheat,2015,Rabi       ,243714,973765,3.995523441
13432,Rajasthan,Hanumangarh,Wheat,2016,Rabi       ,240237,969073,4.033820769
13433,Rajasthan,Hanumangarh,Wheat,2017,Rabi       ,244534,1079259,4.413533496
13434,Rajasthan,Hanumangarh,Wheat,2018,Rabi       ,245123,1195063,4.875360533
13435,Rajasthan,Hanumangarh,Wheat,2019,Rabi       ,263748,1233787,4.677900875
13436,Rajasthan,Jaipur,Wheat,2010,Rabi       ,158861,590946,3.719893492
13437,Rajasthan,Jaipur,Wheat,2011,Rabi       ,148076,461366,3.115737864
13438,Rajasthan,Jaipur,Wheat,2012,Rabi       ,151092,510277,3.377260212
13439,Rajasthan,Jaipur,Wheat,2013,Rabi       ,153563,473829,3.085567487
13440,Rajasthan,Jaipur,Wheat,2014,Rabi       ,157649,502927,3.1901693
13441,Rajasthan,Jaipur,Wheat,2015,Rabi       ,150350,477120,3.173395411
13442,Rajasthan,Jaipur,Wheat,2016,Rabi       ,157232,569358,3.621133103
13443,Rajasthan,Jaipur,Wheat,2017,Rabi       ,140904,512683,3.63852694
13444,Rajasthan,Jaipur,Wheat,2018,Rabi       ,139519,530407,3.801682925
13445,Rajasthan,Jaipur,Wheat,2019,Rabi       ,144542,561003,3.88124559
13446,Rajasthan,Jaisalmer,Wheat,2010,Rabi       ,15127,51937,3.433397237
13447,Rajasthan,Jaisalmer,Wheat,2011,Rabi       ,14076,18403,1.307402671
13448,Rajasthan,Jaisalmer,Wheat,2012,Rabi       ,13424,17467,1.301176996
13449,Rajasthan,Jaisalmer,Wheat,2013,Rabi       ,13709,18128,1.322342986
13450,Rajasthan,Jaisalmer,Wheat,2014,Rabi       ,10318,10022,0.97131227
13451,Rajasthan,Jaisalmer,Wheat,2015,Rabi       ,12514,17427,1.392600288
13452,Rajasthan,Jaisalmer,Wheat,2016,Rabi       ,9989,13824,1.383922315
13453,Rajasthan,Jaisalmer,Wheat,2017,Rabi       ,8983,16116,1.794055438
13454,Rajasthan,Jaisalmer,Wheat,2018,Rabi       ,7882,14209,1.802715047
13455,Rajasthan,Jaisalmer,Wheat,2019,Rabi       ,9466,14697,1.552609339
13456,Rajasthan,Jalore,Wheat,2010,Rabi       ,44957,80464,1.789799141
13457,Rajasthan,Jalore,Wheat,2011,Rabi       ,29980,54290,1.810873916
13458,Rajasthan,Jalore,Wheat,2012,Rabi       ,28379,50464,1.778216287
13459,Rajasthan,Jalore,Wheat,2013,Rabi       ,35013,77088,2.201696513
13460,Rajasthan,Jalore,Wheat,2014,Rabi       ,32667,62247,1.905500964
13461,Rajasthan,Jalore,Wheat,2015,Rabi       ,41041,82562,2.011695622
13462,Rajasthan,Jalore,Wheat,2016,Rabi       ,52182,101978,1.954275421
13463,Rajasthan,Jalore,Wheat,2017,Rabi       ,46938,100703,2.145447186
13464,Rajasthan,Jalore,Wheat,2018,Rabi       ,42824,101948,2.380627685
13465,Rajasthan,Jalore,Wheat,2019,Rabi       ,52807,117562,2.226257883
13466,Rajasthan,Jhalawar,Wheat,2010,Rabi       ,70511,222286,3.152501028
13467,Rajasthan,Jhalawar,Wheat,2011,Rabi       ,87563,330747,3.777246097
13468,Rajasthan,Jhalawar,Wheat,2012,Rabi       ,86055,279018,3.242321771
13469,Rajasthan,Jhalawar,Wheat,2013,Rabi       ,106834,329955,3.088483067
13470,Rajasthan,Jhalawar,Wheat,2014,Rabi       ,112534,352790,3.134963655
13471,Rajasthan,Jhalawar,Wheat,2015,Rabi       ,102108,354563,3.472431151
13472,Rajasthan,Jhalawar,Wheat,2016,Rabi       ,109041,417546,3.829256885
13473,Rajasthan,Jhalawar,Wheat,2017,Rabi       ,102202,413256,4.043521653
13474,Rajasthan,Jhalawar,Wheat,2018,Rabi       ,105638,426073,4.033330809
13475,Rajasthan,Jhalawar,Wheat,2019,Rabi       ,156254,652482,4.1757779
13476,Rajasthan,Jhunjhunu,Wheat,2010,Rabi       ,79590,259955,3.266176655
13477,Rajasthan,Jhunjhunu,Wheat,2011,Rabi       ,73708,250190,3.394339827
13478,Rajasthan,Jhunjhunu,Wheat,2012,Rabi       ,84439,315480,3.736188254
13479,Rajasthan,Jhunjhunu,Wheat,2013,Rabi       ,86716,346467,3.995421837
13480,Rajasthan,Jhunjhunu,Wheat,2014,Rabi       ,88802,358018,4.031643432
13481,Rajasthan,Jhunjhunu,Wheat,2015,Rabi       ,88335,311096,3.521775061
13482,Rajasthan,Jhunjhunu,Wheat,2016,Rabi       ,86553,350085,4.044747149
13483,Rajasthan,Jhunjhunu,Wheat,2017,Rabi       ,85956,340008,3.955605193
13484,Rajasthan,Jhunjhunu,Wheat,2018,Rabi       ,77477,323290,4.172722227
